polymer_type,natural_fiber,fiber_percentage,molecular_weight,moisture_content,ph,temperature,density,tensile_strength,elastic_modulus,flexural_strength,impact_strength,degradation_time,weight_loss,water_absorption,biodegradation_rate
Silk,Sisal,55.858994562506375,329067.9300533887,3.6436302656599606,4.704054978262481,37.859600933345575,1.491,136.86,9.97,187.64,16.24,342.1,62.55,34.41,0.227
HA,Hemp,56.43985894200635,185989.30369611058,17.70998059483903,5.601589319143281,26.411953949332812,1.227,109.07,8.1,153.54,13.9,240.4,79.84,48.0,0.383
PCL,Hemp,25.07519225710451,65538.28246400556,1.6717812791065112,5.920814009090984,36.255196741370824,1.242,71.48,4.86,99.13,7.28,310.3,64.13,19.96,0.238
Silk,Bamboo,34.25400267125049,122664.929897606,2.3447561791124274,8.068965438691007,32.42613965078282,1.409,65.42,6.53,93.17,9.78,334.3,62.35,23.9,0.218
Alginate,Sisal,57.47718316816664,309008.5275252709,15.249185445582988,8.105568046154406,43.760761264328536,1.552,120.4,9.56,168.19,15.92,280.7,72.13,47.65,0.283
HA,Hemp,54.629033103517266,301061.24101290025,5.455902984627428,5.539887456478228,49.99584608624714,1.232,140.7,9.41,193.17,15.69,299.8,65.51,37.81,0.22
PLLA,Jute,48.4634461745631,318108.63470097195,16.541346430835077,6.449324229588266,33.70413391895293,1.437,100.1,8.7,143.58,15.13,320.6,64.84,45.35,0.262
PLA,Flax,27.403237441617584,154329.2072758464,6.633761382336837,6.1990254523933475,40.55052357880423,1.304,86.9,5.53,117.47,9.0,314.4,66.71,27.78,0.243
Cellulose,Flax,36.03865727501954,235229.10767679889,2.6514137474466946,6.606830308517968,30.254159077701498,1.611,120.78,8.03,163.71,11.34,379.2,59.5,25.63,0.187
PCL,Hemp,48.61018608191562,119015.65436010358,1.6747646841853379,5.644459139790062,45.87504443599218,1.296,111.09,7.33,154.97,11.73,264.3,74.02,29.82,0.342
PCL,Coir,20.015659754701744,87864.10596875963,6.162360071443402,6.351686589748661,21.108579363349605,1.198,42.55,4.52,58.32,7.06,347.3,61.01,23.06,0.177
PBS,Hemp,39.45471525254612,37008.34429643773,9.316554495682338,5.081481636988659,34.80567154747555,1.345,72.24,5.82,105.48,8.5,233.8,80.82,34.17,0.422
Alginate,Rice Husk,50.536387866852124,101501.10390059183,1.5167658302801534,7.3382017973852225,25.303263123117613,1.583,60.35,8.3,94.29,10.89,324.8,65.02,29.54,0.228
Chitosan,Rice Husk,43.910013545309575,223399.72380552735,11.088268841974255,5.978961881815451,25.30530063577056,1.433,64.38,7.72,98.83,12.27,322.1,66.52,39.07,0.255
PGA,Sugarcane Bagasse,31.37143471550504,319347.30035417364,7.005415718133075,6.669666771734368,35.989871548774815,1.579,88.99,7.58,121.01,11.98,388.9,56.69,27.44,0.181
HA,Sisal,37.153459775533705,72694.57702894136,7.937533234479789,6.918404870010843,29.233972814545176,1.168,68.55,5.78,99.48,9.28,290.7,70.18,32.82,0.272
Alginate,Nanocellulose,59.377154873018675,323763.69950894144,5.813280645268759,7.846102784911109,33.77015036915446,1.571,160.0,10.18,195.0,16.47,349.8,62.8,38.11,0.229
PHBV,Kenaf,38.10932870559655,140523.27515895083,10.229245889777536,4.8270374734002415,29.169798077231867,1.411,75.3,6.52,106.64,10.2,288.4,69.66,32.95,0.306
Gelatin,Jute,48.20897647102541,166585.09043658263,5.297023262474373,6.4309605978085544,33.652068454474026,1.381,91.27,7.74,132.59,12.4,301.3,69.17,33.06,0.287
PGA,Bamboo,44.96326204077145,146793.13294999895,3.7245644215817633,8.07628832121366,28.577605049195718,1.669,77.87,7.98,113.54,10.88,321.0,64.49,28.95,0.249
PLA,Banana Fiber,43.581983854114974,160754.60477430525,16.19567685379274,5.81919003798931,44.10653876635274,1.417,60.54,6.97,90.49,11.44,227.9,86.0,43.42,0.419
PGA,Hemp,44.4002980312724,112941.80774005287,7.944157220004116,6.278104688442129,36.734843064146375,1.65,97.78,7.53,137.26,10.18,266.4,73.72,33.79,0.346
Chitosan,Nanocellulose,29.992536320480514,253553.49705966035,2.769350778646365,4.840297566756482,24.843000035648707,1.454,137.13,6.98,178.32,10.78,394.6,57.98,23.53,0.195
PHA,Nanocellulose,31.078809598496893,272618.59528645343,5.300325450344468,7.502693386233607,20.2537427162844,1.355,136.49,6.81,180.85,11.57,421.4,53.73,26.13,0.155
PBS,Jute,30.732450554843027,293396.1250727247,6.614058645313477,4.840086305197077,20.524833112287837,1.347,97.38,7.15,132.69,12.06,398.7,55.63,27.79,0.149
PGA,Bamboo,6.8290033966934445,139212.66667518945,14.199164104250922,7.023912222818181,32.650703209221646,1.585,39.72,4.02,50.99,5.88,334.6,61.49,26.1,0.229
PLA,Rice Husk,18.25859316827779,274680.6051288943,1.8672156597342613,5.99698042673965,29.42355945245182,1.305,76.41,5.94,103.17,9.65,435.1,50.56,17.5,0.113
Chitosan,Wood Flour,13.501020365743553,234056.11439258084,9.391116559888886,5.852638072124643,27.86333538113716,1.379,61.04,5.07,80.46,8.07,379.4,58.32,22.18,0.187
Collagen,Jute,53.75447562684915,336533.1477889257,8.226926008385846,6.842014774320308,38.6877712942664,1.483,121.35,9.77,169.3,15.88,337.2,63.29,38.25,0.21
PCL,Nanocellulose,20.123315154912195,165931.25334353524,17.47860662697625,6.77067694283369,44.39595239405179,1.153,76.97,4.48,101.84,8.23,270.3,73.42,36.92,0.291
PHA,Flax,12.614344895604722,347539.11292267346,4.47123770289409,6.12181191330291,21.901396546494915,1.25,98.82,5.84,124.9,10.77,474.6,47.61,17.27,0.133
PBS,Hemp,11.587181255098672,266926.0896025188,11.859867311701361,5.613378271377941,23.29920802393634,1.293,73.59,4.87,93.58,9.06,395.3,53.92,25.35,0.206
PCL,Sisal,43.499440900368725,278408.88158687914,4.836248604030038,6.532675040073649,31.06238107382682,1.281,113.33,8.21,156.01,13.68,377.0,56.41,32.28,0.195
Gelatin,Flax,5.334582100322761,38225.555235091524,10.548963893835376,5.568410397636083,33.244596147183415,1.264,30.07,2.77,39.43,3.99,298.5,69.18,22.28,0.263
Silk,Nanocellulose,30.921742096607954,189167.47242755085,10.658543336477521,4.910565313069116,31.856903531923965,1.386,114.98,6.06,153.1,10.09,301.9,69.87,31.52,0.259
PHA,Kenaf,11.537910807900793,199067.74793984805,2.7432210426644623,7.6966097892116485,39.15909821614181,1.272,70.93,4.57,93.64,8.0,392.7,55.75,17.07,0.196
PHA,Banana Fiber,51.73148576997478,42992.03261459187,9.031446354254324,7.30923964479655,22.61645912709884,1.401,57.08,7.07,88.76,10.11,259.6,74.08,38.7,0.312
Collagen,Coir,57.714769604885205,129881.9915169776,9.109075781339392,4.837403850919902,34.84184558559957,1.532,58.56,8.63,93.14,12.59,237.2,81.87,41.03,0.408
Collagen,Bamboo,57.7315038918197,335806.1378008948,6.765755123345418,5.150422414986682,44.352335665485356,1.502,109.58,10.25,157.48,16.17,315.4,66.32,39.21,0.246
HA,Sugarcane Bagasse,29.308025992072313,166355.65963524338,6.0731161358462975,4.900666718005836,47.85377529291331,1.15,61.46,5.73,87.02,9.54,291.2,70.93,27.88,0.306
Starch,Rice Husk,40.448315343913805,89744.63505865837,5.2009165729173805,7.6628409007979705,36.81128852853862,1.574,51.08,7.06,75.47,9.04,285.2,69.41,30.78,0.272
PGA,Hemp,37.98372750809095,194268.3862484506,1.5980276859320508,7.591483452459373,24.15272840671693,1.684,113.68,7.54,157.59,11.13,376.9,57.55,23.47,0.198
PHA,Sisal,24.252139576227414,40804.98471054888,1.5299686940680597,6.132138480439492,41.82418137381998,1.34,61.36,4.95,82.86,5.96,295.9,67.75,17.07,0.261
Cellulose,Wood Flour,29.423547028129214,195116.38399067434,11.231488978044805,7.785603153906932,43.889947162213446,1.606,59.08,6.48,82.9,9.93,301.6,68.5,30.7,0.274
PCL,Rice Husk,8.537803347830712,220165.8579296281,6.309154533821343,8.395835627216517,25.888730339231934,1.151,58.25,4.43,77.87,7.74,409.9,52.05,20.22,0.138
PLA,Hemp,48.763446796931795,144462.196016962,4.270162820422808,8.381868329016928,40.32514903004549,1.39,113.41,8.07,157.52,12.03,280.1,70.93,32.03,0.28
PLGA,Wood Flour,18.244193168504047,274024.3833899391,12.798130890952946,8.423429885384774,47.91544199906997,1.34,65.36,5.57,85.42,9.77,336.2,64.05,29.32,0.261
Starch,Sisal,30.32900321250069,73428.50464032171,10.22692539641085,7.885538719563132,41.56525653694379,1.525,63.5,5.66,89.11,7.78,266.9,75.87,31.35,0.346
Cellulose,Nanocellulose,31.434140348915417,311018.69116182294,16.596811568540645,5.36795185799572,32.46704013283521,1.605,128.0,7.39,170.3,12.07,331.9,64.14,39.06,0.242
PLGA,Coir,35.839145653322504,335742.3713249345,15.211779461688051,4.729672106387029,33.28288975492539,1.433,77.02,7.65,106.67,12.9,335.9,63.49,39.57,0.207
PBS,Flax,49.98321508384495,30395.04787292433,13.491031653149456,7.746639502470335,22.386699206062612,1.429,90.89,6.91,132.01,9.99,231.9,83.46,43.19,0.438
Chitosan,Flax,43.05345754010623,299670.931213811,3.588602293552738,5.734174991785037,35.7834385863976,1.471,140.65,8.56,194.69,13.79,366.8,57.14,28.27,0.201
PCL,Nanocellulose,41.46846770210556,191953.6476503467,12.490464192819582,5.8510150705381445,44.080538203449,1.273,133.4,6.87,180.56,11.65,258.8,76.6,38.94,0.319
PCL,Rice Husk,33.97100226927169,177649.80282832537,12.94978630847089,4.791982396908518,49.3548979115763,1.28,49.9,6.19,76.12,10.31,246.6,77.22,36.44,0.349
Starch,Banana Fiber,10.277566522062447,106377.31419980196,14.094987734582725,7.358845337886768,31.97911323181555,1.448,37.4,3.78,51.57,6.14,317.4,67.11,27.0,0.278
PHA,Nanocellulose,27.110465940797376,173144.01315572372,5.841689941997252,6.2230295723083575,33.06102443866273,1.334,111.88,5.95,144.97,9.52,344.0,61.39,23.88,0.233
Gelatin,Nanocellulose,57.65242682098037,334136.687881644,12.064908810451897,5.317062016845282,21.642916811954837,1.438,160.0,9.79,195.0,16.92,338.4,62.09,45.85,0.204
Starch,Sugarcane Bagasse,59.755144140853886,97452.0428654028,11.701594561661906,7.109843855307674,43.253636183011,1.603,56.9,8.73,92.33,12.05,206.4,90.17,45.92,0.517
PLGA,Hemp,45.1773980355505,87293.19630424396,7.857615821889627,8.419536247987057,41.49973247979946,1.441,92.65,6.97,130.2,10.32,248.7,79.72,36.22,0.341
Starch,Banana Fiber,17.513322969105477,107406.81729902334,12.44786517608533,6.493601245411254,32.08776933727515,1.492,46.75,4.56,62.09,6.8,305.5,66.77,27.55,0.27
Cellulose,Sugarcane Bagasse,10.603985530186776,206586.94218792525,2.930476761720021,6.925480791804793,41.27827424502132,1.521,67.14,5.16,88.19,7.63,391.3,57.43,13.66,0.189
PCL,Sugarcane Bagasse,27.812039747540958,327695.940938656,12.117832848512808,5.1514294123532824,38.690762695911175,1.229,78.96,6.45,109.85,12.89,353.9,59.97,31.88,0.221
Gelatin,Hemp,52.111454629763465,213642.1090448824,11.499257139508996,5.1438291373303855,43.06978928976514,1.402,115.45,8.14,161.03,13.35,245.4,78.26,43.14,0.397
PGA,Sisal,44.702533194225026,107914.39251386268,4.975302719692449,6.332965675655149,29.424280864823174,1.641,91.96,7.64,127.59,10.09,302.7,66.74,30.48,0.233
PHBV,Coir,53.61407306476077,170944.74090280387,15.00052472207784,7.879041455189718,39.5245614983076,1.461,56.62,8.1,87.62,12.82,233.9,83.25,47.31,0.39
HA,Sugarcane Bagasse,38.86769730837087,154928.04217143863,15.927831004334603,8.136600085003423,38.76863981852678,1.138,49.83,5.95,73.24,10.86,252.6,76.49,43.84,0.352
PLLA,Hemp,12.168060052433077,44902.230355979926,4.972985129685382,7.0670067287438885,22.714709301161346,1.307,47.88,3.64,63.3,4.63,358.2,61.84,19.32,0.17
Collagen,Sisal,11.313778184899025,193405.39152929874,2.7533578899138575,5.942078883417058,28.42858332263869,1.337,68.91,4.61,89.95,7.21,403.6,55.04,14.7,0.156
Starch,Kenaf,7.64012664465711,70322.04372277562,11.458995148435566,7.5001571850364215,45.806022123530624,1.417,36.02,3.16,47.93,4.55,291.5,68.57,22.36,0.258
PBS,Nanocellulose,36.18939838154421,299518.09346684,9.418639195224415,5.667761599777469,24.68396326011618,1.377,146.07,7.31,189.6,13.09,370.9,55.61,32.06,0.174
Silk,Nanocellulose,18.358743014363398,205668.13097468697,8.555304782823953,5.378212337055821,31.386915346389628,1.432,94.56,5.38,119.79,9.0,353.8,59.59,24.31,0.179
Chitosan,Rice Husk,45.39110027452228,300274.0744375603,14.056637445721003,7.6817101895835584,26.757073229436326,1.495,72.17,8.4,104.38,14.14,338.4,58.2,41.87,0.214
PHBV,Sugarcane Bagasse,42.7437464721629,335934.29996097315,17.4994335518971,7.505272038793128,24.205562565531757,1.4,83.96,8.18,122.72,13.83,358.2,60.89,43.65,0.232
HA,Kenaf,22.496090832457433,331820.25304008846,9.381451369707246,8.02842154707759,24.092340338887098,1.104,91.91,6.07,121.37,12.19,419.8,51.59,29.53,0.138
HA,Rice Husk,14.72409165552354,62137.3869784172,1.6015587997837866,6.805935644209516,30.438658200190407,1.076,41.65,3.79,59.15,6.18,347.3,63.7,16.9,0.233
HA,Sugarcane Bagasse,10.632019238780067,332341.4628960023,11.33840771988324,8.086858332212099,44.10420436363898,1.078,72.04,4.91,96.43,10.19,394.8,56.28,25.36,0.158
HA,Wood Flour,45.552340059720336,284639.10649264324,12.290436890142349,4.605913456503127,48.98947671243302,1.204,76.63,7.84,109.89,13.75,268.6,76.03,41.5,0.316
PLGA,Sisal,29.774254748426326,278850.59368345316,15.162302048922886,5.514863404000172,37.15509492097328,1.392,84.57,6.83,112.07,11.61,317.5,63.63,36.82,0.223
PBS,Sisal,22.79414527979764,58841.13288581613,4.790215188085938,7.717818130709697,39.056728681487954,1.325,57.86,4.72,81.03,6.67,301.2,67.2,22.74,0.247
PBS,Banana Fiber,52.11591586934717,87444.70473075172,10.15140595306236,6.1946327731452815,43.362315402717876,1.383,63.98,7.62,98.27,10.89,223.1,84.7,40.45,0.44
Gelatin,Nanocellulose,37.648726911316125,342052.2815727259,8.877669756424531,5.457556219764823,39.854034547324,1.357,156.84,7.98,195.0,14.01,362.5,60.2,33.59,0.208
Cellulose,Jute,33.490128501812144,98278.4502896942,12.463267609183408,7.6845562982490865,45.4496501453533,1.579,59.6,6.04,85.43,8.46,246.9,79.71,33.92,0.397
Collagen,Wood Flour,45.88585407365886,84097.0656535682,2.5550605511022177,7.789070888376329,46.52154352167664,1.451,58.02,7.34,89.18,10.63,275.9,70.96,29.15,0.288
PCL,Sisal,49.857072712940855,145952.5179870297,16.086213373042156,6.325026321383193,38.831241185309835,1.288,81.87,7.52,120.41,11.98,226.8,85.51,47.35,0.449
HA,Hemp,42.734023548249574,322273.9832111649,9.934097169931594,6.366374177496224,35.99188167448812,1.212,124.04,8.03,173.1,14.41,354.7,58.09,37.3,0.188
Silk,Nanocellulose,29.200347522964396,182381.90833809777,15.971249842004836,7.623744936799165,31.731537853792485,1.422,102.06,6.17,134.31,9.52,302.2,68.74,36.64,0.286
PCL,Rice Husk,25.86143359697031,324586.7901085077,7.113912675741776,7.585323862422054,33.84741985769725,1.21,80.38,6.88,111.59,12.42,412.6,54.15,25.31,0.161
PBS,Kenaf,47.44157160499862,136988.4097328754,12.283116541570353,7.966255748878453,30.36373843434518,1.419,80.99,7.32,111.48,11.51,268.3,73.47,40.23,0.33
PLA,Rice Husk,33.484893835215736,102489.16647263979,17.28596496360528,7.082130433363334,32.80898987979954,1.37,32.2,5.36,51.39,8.91,253.9,78.28,41.08,0.36
PLA,Sugarcane Bagasse,43.741234318455696,188464.96283233137,17.065756646711364,5.243565838805353,46.99129569807023,1.384,54.56,7.12,87.3,12.05,228.0,84.9,45.21,0.448
Silk,Flax,53.971933399430355,226952.60488380434,17.07769545372508,6.69885121456732,49.171156761125324,1.489,124.05,8.4,176.23,13.81,228.5,85.18,48.0,0.399
Gelatin,Jute,55.37398491051867,155279.67955633794,2.208622868529372,6.0295386494750804,30.846015729373995,1.464,102.83,8.66,148.11,12.95,302.7,67.69,34.28,0.261
PBS,Sisal,20.274360158231495,140729.76307025016,8.149764016079626,4.608156459872513,26.617701466600423,1.325,62.91,5.04,86.79,7.89,338.4,61.54,26.75,0.232
Silk,Coir,15.333947264988275,99778.97112743893,2.5028907478881313,5.286011448292156,22.345717405789216,1.352,50.53,4.57,66.24,6.6,367.3,58.85,16.74,0.189
PLGA,Bamboo,19.370804818526082,118002.16519096686,6.606370719038859,5.322312622273451,45.10792893114851,1.351,51.84,4.79,70.8,7.22,290.6,67.24,22.73,0.259
Starch,Jute,46.325447379452655,245397.74820873624,4.380538569048177,4.829345923381641,46.119980300645295,1.567,104.71,8.85,147.48,12.78,294.8,66.29,31.18,0.278
Silk,Banana Fiber,25.35319198253881,148359.53235637693,11.732267497846276,6.313278393644797,33.514163430724686,1.398,55.9,5.55,77.91,8.9,305.6,69.16,29.92,0.278
PGA,Sugarcane Bagasse,14.536410446273138,55522.253350729115,14.382311495879039,6.532140365215499,36.27253435683984,1.585,31.02,4.15,44.99,5.58,267.1,75.06,29.57,0.362
PCL,Nanocellulose,10.41120208788331,74209.72478481109,9.970224926846123,5.860047268641704,42.19463737767156,1.142,52.15,3.01,69.15,5.42,291.0,70.79,24.03,0.302
PHBV,Sisal,23.002225385632833,149161.34028515543,14.625305709415061,6.149436902605028,31.27557907459737,1.366,57.57,5.18,82.57,8.22,303.8,69.13,33.19,0.258
Alginate,Kenaf,12.487504219278122,325840.7775513158,1.7114193940028148,6.697968769791105,26.044704379889012,1.43,94.83,5.89,123.46,10.03,483.0,48.14,15.93,0.114
Gelatin,Sisal,13.600548689331882,151289.6837267137,15.037860016876728,4.98193394095038,23.440490153281093,1.299,47.5,4.16,65.53,7.27,327.4,61.7,30.88,0.24
Silk,Bamboo,42.61361853954486,49405.46478453609,4.442943707365307,6.749125229864372,27.05723604863314,1.474,57.01,6.87,85.45,9.5,288.4,69.3,30.01,0.303
PBS,Banana Fiber,6.085265261762291,163758.1625216051,9.10544237317877,7.339699959907254,39.3600208004334,1.277,50.21,3.66,64.66,6.39,361.1,62.76,20.09,0.182
Chitosan,Kenaf,11.465429389399091,244021.63006725308,8.802662662402277,7.999047979890745,30.43055092553908,1.373,70.92,4.84,91.86,8.82,398.3,56.41,22.33,0.137
PLA,Rice Husk,51.4401020167203,219950.7631834307,15.907066231219973,5.706294831167364,46.03110001195594,1.401,59.36,8.05,94.29,13.57,232.9,80.68,47.03,0.37
PGA,Kenaf,51.470274676003925,119216.94796352963,17.438655930185465,7.489637847799118,22.626333934604798,1.681,80.13,7.92,116.42,10.91,252.9,76.4,47.49,0.34
Collagen,Banana Fiber,23.10839133199673,250188.4553755821,5.70949594786928,6.924083374464152,32.4910972277479,1.379,80.62,6.41,108.1,9.86,393.8,55.97,24.17,0.176
HA,Jute,9.837415460280095,231799.7996369064,2.6123173477878168,6.511196127450332,27.708872890273224,1.086,73.05,4.32,89.8,8.39,436.0,51.17,17.04,0.12
Alginate,Rice Husk,43.77336835939632,85095.35002526996,12.233609410504966,8.178222183980916,46.630905517129065,1.53,42.88,6.91,67.98,10.25,214.0,88.78,37.8,0.503
PHA,Sisal,24.80724282756309,81886.4011418384,9.796869681427939,6.980026914461394,44.18641087691523,1.341,55.27,4.8,74.59,7.15,269.2,74.79,28.21,0.356
Gelatin,Nanocellulose,7.5005544962709205,205098.58626174103,10.834134841526458,5.964277687995175,49.52925548336954,1.26,67.75,3.87,86.86,7.03,333.1,62.01,24.72,0.195
PHBV,Wood Flour,13.68048397148892,241020.3395571532,2.263458510704998,7.351731712141169,23.57818514833981,1.322,72.72,5.41,91.56,8.39,446.8,49.31,17.9,0.11
Cellulose,Sugarcane Bagasse,12.546814658021336,337811.3871552834,14.292612056696106,8.339507946105098,43.46730855299025,1.564,75.88,5.8,100.07,10.46,383.0,57.93,28.43,0.168
Cellulose,Sugarcane Bagasse,37.40139891052142,165017.8018341695,5.333831348940412,8.172713511194761,23.77584764245608,1.602,68.43,7.46,96.77,10.79,344.3,61.89,26.11,0.199
Alginate,Nanocellulose,54.39646709819587,274780.55669501226,7.0264568850360725,8.421079242663946,24.650707246887162,1.559,160.0,9.3,195.0,14.56,340.6,62.36,38.44,0.208
Silk,Sisal,48.618961832790156,67286.63913324045,5.267836257064669,4.88033371843386,21.175736448790133,1.503,86.16,7.63,124.56,9.97,271.4,76.64,32.76,0.32
PLGA,Bamboo,35.05838247594765,314674.8887410071,17.108085249768855,6.2737747953483485,33.94123607510171,1.359,78.42,7.33,107.33,13.1,334.5,64.92,42.12,0.275
PLA,Sugarcane Bagasse,28.218534071011405,232594.41324762875,4.2839099729196555,6.230757163903981,23.776451637474075,1.366,75.87,6.49,103.54,10.46,392.7,57.23,24.69,0.168
PBS,Wood Flour,39.027218998787575,231289.70603239915,13.583263566299797,6.0352462708409105,30.450513137443128,1.388,69.1,7.3,100.95,12.2,308.4,67.01,39.56,0.222
PLA,Sugarcane Bagasse,29.409700753904445,75581.64282637936,5.554830349985855,5.213963637369343,28.28597924444356,1.338,48.32,5.53,69.24,8.03,302.1,67.49,26.79,0.251
Collagen,Sisal,18.53545174169738,42666.793448287346,8.511173715287104,7.828796064168101,49.290645019807386,1.395,44.14,4.44,62.33,5.76,263.4,74.04,25.61,0.341
PLGA,Coir,42.355860044375376,254463.72415507826,17.935020973340023,7.192314926702863,39.74788618279084,1.421,62.53,7.38,92.75,12.76,286.4,71.46,45.05,0.26
HA,Jute,53.02841701577265,67458.06686866772,3.1595162799955925,6.923961674631343,32.31368242770225,1.188,81.36,7.25,122.53,10.48,263.2,74.36,34.11,0.334
